DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201319979,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,150,13,Newton,1331,1,110,CRIMINAL HOMICIDE,1407 1419 0906 1270 0913 0430,33,F,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,3100 S  HILL                         ST,,34.0211,-118.274
201814764,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2211,18,Southeast,1871,1,110,CRIMINAL HOMICIDE,1402 1407 1822 1100 0430,30,M,B,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,13600 S  VERMONT                      AV,,33.9056,-118.2914
201221046,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,705,12,77th Street,1265,1,110,CRIMINAL HOMICIDE,1100 0430 1822,32,M,B,101.0,STREET,102.0,HAND GUN,AO,Adult Other,110.0,,,,1400 W  80TH                         ST,,33.9664,-118.3025
200401042,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,2020,4,Hollenbeck,449,1,110,CRIMINAL HOMICIDE,0906 1822 1100 0430 1407,36,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,MARENGO,FICKETT,34.0544,-118.2007
201224965,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,2055,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,1402 0913 1100 1309 0906 1816 0302 0430,19,M,H,101.0,STREET,102.0,HAND GUN,AO,Adult Other,110.0,,,,300 W  75TH                         ST,,33.9718,-118.2783
200409680,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1935,4,Hollenbeck,499,1,110,CRIMINAL HOMICIDE,0430 1100 0906 1402 0913 1817,36,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1200    LOS PALOS                    ST,,34.0189,-118.1954
201807450,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,2023,18,Southeast,1862,1,110,CRIMINAL HOMICIDE,1817 1100 0906 0430 1402 0216 0913,16,M,B,402.0,MARKET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,11800 S  MAIN                         ST,,33.9261,-118.2739
200214558,09/03/2020 12:00:00 AM,08/30/2020 12:00:00 AM,2030,2,Rampart,249,1,110,CRIMINAL HOMICIDE,1402 0906 1100 0416 0430 0913 1407,28,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,600    ST PAUL                      AV,,34.0542,-118.2611
202010076,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,2342,20,Olympic,2026,1,110,CRIMINAL HOMICIDE,2004 1218 1822 1313 0411 0449 1402 0305 0444 0406,23,M,W,108.0,PARKING LOT,204.0,FOLDING KNIFE,AA,Adult Arrest,110.0,998.0,,,300 S  VERMONT                      AV,,34.0672,-118.2941
201513580,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,215,15,N Hollywood,1519,1,110,CRIMINAL HOMICIDE,1407 0430 1822 0371 1402 1414 0906 1100,26,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,10900    VANOWEN                      ST,,34.194,-118.3695
201604454,01/13/2020 12:00:00 AM,01/12/2020 12:00:00 AM,2205,16,Foothill,1601,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1822,20,M,H,101.0,STREET,102.0,HAND GUN,JA,Juv Arrest,110.0,998.0,,,FOOTHILL                     BL,VAUGHN                       ST,34.2898,-118.4113
201220530,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,2150,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,1402 1822 1100 0906 0430,30,M,B,104.0,DRIVEWAY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,6700    11TH                         AV,,33.9757,-118.3294
200510236,06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,740,5,Harbor,585,1,110,CRIMINAL HOMICIDE,1402 0334 0913 0602 0561 1242 0411,51,F,H,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,998.0,,,700 W  21ST                         ST,,33.7252,-118.2924
200517024,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,2110,5,Harbor,564,1,110,CRIMINAL HOMICIDE,1100 0430 1407 0334 0302 1822,37,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,100 S  MESA                         ST,,33.7424,-118.2857
201817332,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1920,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0309 0906 1218,43,M,H,104.0,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,10900 S  SPRING                       ST,,33.9365,-118.2762
211821215,12/06/2021 12:00:00 AM,12/06/2021 12:00:00 AM,1900,18,Southeast,1862,1,110,CRIMINAL HOMICIDE,1218 1822 0430 1407 0906,25,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,100 E  116TH                        PL,,33.9286,-118.2728
211805726,02/03/2021 12:00:00 AM,02/03/2021 12:00:00 AM,1915,18,Southeast,1837,1,110,CRIMINAL HOMICIDE,0906 1402 1100 1822 0309 0430,29,M,B,102.0,SIDEWALK,103.0,RIFLE,IC,Invest Cont,110.0,,,,103RD                        ST,BEACH                        ST,33.9432,-118.2408
210416156,12/22/2021 12:00:00 AM,12/22/2021 12:00:00 AM,1130,4,Hollenbeck,499,1,110,CRIMINAL HOMICIDE,0400 1309 1402 0430 0906 0913 1100,18,F,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,3500    BESWICK                      ST,,34.0229,-118.201
211006926,04/08/2021 12:00:00 AM,04/08/2021 12:00:00 AM,1445,10,West Valley,1004,1,110,CRIMINAL HOMICIDE,1402 1218 1100 1407,24,M,W,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,18300    ROSCOE                       BL,,34.2208,-118.5323
211513493,08/22/2021 12:00:00 AM,08/22/2021 12:00:00 AM,1135,15,N Hollywood,1513,1,110,CRIMINAL HOMICIDE,1402 1100 0430 1820 0913 0906,36,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,VANOWEN                      ST,RHODES                       AV,34.194,-118.4031
211220491,09/27/2021 12:00:00 AM,09/27/2021 12:00:00 AM,2325,12,77th Street,1235,1,110,CRIMINAL HOMICIDE,1100 0430 1822 1300 1310 0906 0908 0853,17,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,61ST                         ST,HALLDALE                     AV,33.9846,-118.3024
210619489,11/23/2021 12:00:00 AM,11/23/2021 12:00:00 AM,200,6,Hollywood,643,1,110,CRIMINAL HOMICIDE,1100 0430 0340,23,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,FORMOSA                      AV,N  SUNSET                       BL,34.098,-118.3468
210606521,03/02/2021 12:00:00 AM,03/02/2021 12:00:00 AM,621,6,Hollywood,645,1,110,CRIMINAL HOMICIDE,1402 2004 1822 1100 0430 1310 1266,24,M,B,721.0,HIGH SCHOOL,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1500 N  ORANGE                       DR,,34.098,-118.3414
212106173,03/04/2021 12:00:00 AM,03/02/2021 12:00:00 AM,2000,21,Topanga,2177,1,110,CRIMINAL HOMICIDE,0913 0552 0395 1402,20,M,O,507.0,CONDOMINIUM/TOWNHOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,998.0,,,5500    OWENSMOUTH                   AV,,34.1717,-118.6018
211215724,07/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,1147,12,77th Street,1213,1,110,CRIMINAL HOMICIDE,,0,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,5600 S  WESTERN                      AV,,33.9915,-118.3089
210710650,07/06/2021 12:00:00 AM,07/06/2021 12:00:00 AM,1718,7,Wilshire,755,1,110,CRIMINAL HOMICIDE,0334 0429 0430 1822 0906 1100 1402 1407,36,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,MEADOWBROOK,PICO,34.0481,-118.3504
211224662,12/12/2021 12:00:00 AM,12/11/2021 12:00:00 AM,2341,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,1822 0400 0411,64,M,B,101.0,STREET,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,110.0,998.0,,,1700 W  VERNON                       AV,,34.0037,-118.3093
211817932,10/03/2021 12:00:00 AM,10/03/2021 12:00:00 AM,1025,18,Southeast,1805,1,110,CRIMINAL HOMICIDE,0906 1100 0561 0913 0430 1309 1402,61,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,110.0,,,,400 E  92ND                         ST,,33.9529,-118.2673
211105956,02/27/2021 12:00:00 AM,02/27/2021 12:00:00 AM,335,11,Northeast,1177,1,110,CRIMINAL HOMICIDE,0906 1100 1402 1407 1409 1822 0430,31,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,700    SAN FERNANDO                 RD,,34.0892,-118.2264
211219283,09/08/2021 12:00:00 AM,09/08/2021 12:00:00 AM,510,12,77th Street,1258,1,110,CRIMINAL HOMICIDE,1100 0430 1816 1822,29,M,H,222.0,LAUNDROMAT,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,7800 S  BROADWAY,,33.9689,-118.2783
211223362,11/15/2021 12:00:00 AM,11/14/2021 12:00:00 AM,1755,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,1402 1309 1822 0216 0430 1100 1218 0906,37,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1700 W  FLORENCE                     AV,,33.9746,-118.3068
210408887,05/21/2021 12:00:00 AM,05/21/2021 12:00:00 AM,1905,4,Hollenbeck,487,1,110,CRIMINAL HOMICIDE,0430 1100 0906 1270 1822,27,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,1100    ORME                         AV,,34.0265,-118.2158
210414714,11/09/2021 12:00:00 AM,11/09/2021 12:00:00 AM,100,4,Hollenbeck,427,1,110,CRIMINAL HOMICIDE,0430 1100 0906 1822 1402,50,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,KLAMATH,EASTERN,34.0757,-118.1801
211812072,06/15/2021 12:00:00 AM,06/15/2021 12:00:00 AM,2014,18,Southeast,1823,1,110,CRIMINAL HOMICIDE,0430 1100 0906 1822,22,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,102ND                        ST,SAN PEDRO,33.9438,-118.2695
211200673,07/01/2021 12:00:00 AM,07/01/2021 12:00:00 AM,321,12,77th Street,1249,1,110,CRIMINAL HOMICIDE,0906 1822 1100 0430 1300 0309 1310,21,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,6300 S  FLOWER                       ST,,33.9814,-118.2814
211314410,08/18/2021 12:00:00 AM,08/18/2021 12:00:00 AM,103,13,Newton,1323,1,110,CRIMINAL HOMICIDE,1402 0906 1822 1100 0430 1270,27,M,H,103.0,ALLEY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,1000 E  25TH                         ST,,34.0203,-118.2558
210609771,05/15/2021 12:00:00 AM,05/14/2021 12:00:00 AM,1300,6,Hollywood,678,1,110,CRIMINAL HOMICIDE,1402 0906 1822 0411 0449,70,M,H,103.0,ALLEY,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110.0,998.0,,,FLEMISH                      LN,SANTA MONICA,34.0864,-118.3059
212004275,01/09/2021 12:00:00 AM,01/09/2021 12:00:00 AM,110,20,Olympic,2015,1,110,CRIMINAL HOMICIDE,1822 1100 1300 0430 1310 1402 1407,38,F,W,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,100 N  MARIPOSA                     AV,,34.0728,-118.2994
210311907,06/22/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1530,3,Southwest,361,1,110,CRIMINAL HOMICIDE,0906 1822 1100 1407 0430 1309,31,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,4000    URSULA                       AV,,34.0127,-118.3525
210211824,07/11/2021 12:00:00 AM,07/11/2021 12:00:00 AM,2213,2,Rampart,247,1,110,CRIMINAL HOMICIDE,0411 1822 2004,16,M,H,202.0,LIQUOR STORE,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,,,,1800 W  3RD                          ST,,34.0613,-118.2689
211223858,11/21/2021 12:00:00 AM,11/10/2021 12:00:00 AM,900,12,77th Street,1266,1,110,CRIMINAL HOMICIDE,0400 0416 1402 0913,39,F,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,800 W  80TH                         ST,,33.9667,-118.2877
210404049,01/02/2021 12:00:00 AM,01/02/2021 12:00:00 AM,1530,4,Hollenbeck,453,1,110,CRIMINAL HOMICIDE,0906 1822 0430 1402 1100,15,M,H,107.0,VACANT LOT,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,600    ECHANDIA                     ST,,34.0527,-118.2183
210904396,01/13/2021 12:00:00 AM,01/13/2021 12:00:00 AM,200,9,Van Nuys,911,1,110,CRIMINAL HOMICIDE,0430 1100 0344 0906 0907 1822 1407 1419 1300 1402,34,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,210.0,998.0,,6900    PEACH                        AV,,34.1959,-118.4684
211806908,04/27/2021 12:00:00 AM,04/26/2021 12:00:00 AM,1801,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1822 1402 1407 0858,27,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,114TH                        ST,ZAMORA                       AV,33.931,-118.2511
210304564,01/26/2021 12:00:00 AM,01/25/2021 12:00:00 AM,209,3,Southwest,356,1,110,CRIMINAL HOMICIDE,0100 0906 1822 1100 0430 1407 1218,31,M,H,101.0,STREET,107.0,OTHER FIREARM,IC,Invest Cont,110.0,,,,WESTERN                      AV,37TH                         PL,34.02,-118.3089
211206248,02/03/2021 12:00:00 AM,02/03/2021 12:00:00 AM,2100,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1402 1822,52,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,2400 W  54TH                         ST,,33.9932,-118.3198
210416187,12/24/2021 12:00:00 AM,12/22/2021 12:00:00 AM,1700,4,Hollenbeck,423,1,110,CRIMINAL HOMICIDE,1402 0906 1822 1100 0430,52,M,H,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,1900    JOHNSTON                     ST,,34.066,-118.2102
211308147,04/05/2021 12:00:00 AM,04/05/2021 12:00:00 AM,1835,13,Newton,1385,1,110,CRIMINAL HOMICIDE,1822 1100 1309 0334 0430 0906 1402,29,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,800 E  GAGE                         AV,,33.982,-118.2622
212114997,10/10/2021 12:00:00 AM,10/10/2021 12:00:00 AM,200,21,Topanga,2155,1,110,CRIMINAL HOMICIDE,0411 1822 2004 0395,25,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",204.0,FOLDING KNIFE,AA,Adult Arrest,110.0,,,,22100    ERWIN                        ST,,34.1829,-118.6077
211113570,09/30/2021 12:00:00 AM,09/29/2021 12:00:00 AM,2245,11,Northeast,1184,1,110,CRIMINAL HOMICIDE,1822 1218 1100 0430 0906 1402,25,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,1900    PARK                         DR,,34.0812,-118.252
210414217,10/24/2021 12:00:00 AM,10/24/2021 12:00:00 AM,1935,4,Hollenbeck,407,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1822,42,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,3700    COLLIS                       AV,,34.0876,-118.184
211218082,08/21/2021 12:00:00 AM,08/21/2021 12:00:00 AM,20,12,77th Street,1249,1,110,CRIMINAL HOMICIDE,0908 0430 1309 1822,29,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,6600    DENVER                       AV,,33.9783,-118.2838
210409150,05/30/2021 12:00:00 AM,05/30/2021 12:00:00 AM,123,4,Hollenbeck,438,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1822,31,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,2400    ENDICOTT                     ST,,34.0746,-118.1711
211817997,10/04/2021 12:00:00 AM,10/04/2021 12:00:00 AM,2129,18,Southeast,1836,1,110,CRIMINAL HOMICIDE,1822 0430 1100 0906 1402 1407,61,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,COMPTON                      AV,106TH                        ST,33.9397,-118.2463
211813810,07/19/2021 12:00:00 AM,07/19/2021 12:00:00 AM,424,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,0908 1402 1407 1100 1822 0302 0430 0342 0906 0856,25,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,11500    GRAPE                        ST,,33.9294,-118.2364
210100841,09/03/2021 12:00:00 AM,09/03/2021 12:00:00 AM,2050,1,Central,101,1,110,CRIMINAL HOMICIDE,1402 0416 1822,59,M,C,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,998.0,,,900    CENTENNIAL                   ST,,34.0669,-118.2458
211915607,11/15/2021 12:00:00 AM,11/12/2021 12:00:00 AM,2200,19,Mission,1918,1,110,CRIMINAL HOMICIDE,1402 0430 1100 0906 1270,40,M,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,13200    MACLAY                       ST,,34.2981,-118.4211
210708363,05/03/2021 12:00:00 AM,05/03/2021 12:00:00 AM,56,7,Wilshire,777,1,110,CRIMINAL HOMICIDE,0907 0342 1822 1100 0430 0395 0302 1407 1270 0906,44,M,H,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,4200 W  WASHINGTON                   BL,,34.0429,-118.3329
210412500,09/04/2021 12:00:00 AM,09/04/2021 12:00:00 AM,30,4,Hollenbeck,409,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1407 1822 1218,30,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,5000 N  HUNTINGTON                   DR,,34.0894,-118.1705
211814484,08/02/2021 12:00:00 AM,08/01/2021 12:00:00 AM,1617,18,Southeast,1891,1,110,CRIMINAL HOMICIDE,1407 1402 1100 0430 1822 0342 0906,33,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,16700 S  DENVER                       AV,,33.881,-118.2837
212010921,06/28/2021 12:00:00 AM,06/28/2021 12:00:00 AM,348,20,Olympic,2069,1,110,CRIMINAL HOMICIDE,0216 0913 0342 1100 0430 0906 1218 1402 2004,36,M,W,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,11TH                         ST,HOOVER                       ST,34.0508,-118.2842
211804631,01/13/2021 12:00:00 AM,01/13/2021 12:00:00 AM,1910,18,Southeast,1864,1,110,CRIMINAL HOMICIDE,1822 1402 1407 1100 0430 0906,36,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,11800 S  CENTRAL                      AV,,33.9259,-118.2543
211204326,01/06/2021 12:00:00 AM,01/06/2021 12:00:00 AM,45,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,1100 1300 0430 1822 2021 1402 0334,29,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,6200 S  WESTERN                      AV,,33.979,-118.3112
211407653,03/05/2021 12:00:00 AM,03/04/2021 12:00:00 AM,2224,14,Pacific,1458,1,110,CRIMINAL HOMICIDE,1402 1407 1409 1822 0906 1100 0430,0,M,H,103.0,ALLEY,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,4900 S  SLAUSON                      AV,,33.9948,-118.4088
211312383,07/08/2021 12:00:00 AM,07/08/2021 12:00:00 AM,410,13,Newton,1362,1,110,CRIMINAL HOMICIDE,1402 1100 0906 1270 1218 1822 0430 0852,34,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,400 E  49TH                         ST,,33.9988,-118.2696
210316908,10/04/2021 12:00:00 AM,10/04/2021 12:00:00 AM,1935,3,Southwest,373,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0913,22,F,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,3800    CRENSHAW                     BL,,34.017,-118.3349
211817177,09/20/2021 12:00:00 AM,09/20/2021 12:00:00 AM,2045,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0906 1822 1100 0302 0430 0216 0858,37,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,11300    HOOPER                       AV,,33.9329,-118.2522
211814403,07/29/2021 12:00:00 AM,07/29/2021 12:00:00 AM,700,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,1100 0913 0906 0430 1822 0342,27,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,400 W  95TH                         ST,,33.9501,-118.2805
211608541,06/10/2021 12:00:00 AM,06/09/2021 12:00:00 AM,2200,16,Foothill,1684,1,110,CRIMINAL HOMICIDE,1822 1407 1402,43,M,O,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,7900    LAUREL CANYON                BL,,34.2139,-118.3965
211305201,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,1445,13,Newton,1331,1,110,CRIMINAL HOMICIDE,1407 1402 0430 1822 1100 0906 1270,28,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AO,Adult Other,110.0,998.0,,,100 E  31ST                         ST,,34.0207,-118.2703
210413399,09/30/2021 12:00:00 AM,09/30/2021 12:00:00 AM,2100,4,Hollenbeck,421,1,110,CRIMINAL HOMICIDE,1100 0430 1218 1822 1402 1407 0906,58,M,H,101.0,STREET,107.0,OTHER FIREARM,AA,Adult Arrest,110.0,998.0,,,1800 N  MAIN                         ST,,34.0667,-118.2212
210415654,12/07/2021 12:00:00 AM,12/07/2021 12:00:00 AM,1530,4,Hollenbeck,467,1,110,CRIMINAL HOMICIDE,1407 1402 1419 1100 0430 1259 0906,14,M,H,109.0,PARK/PLAYGROUND,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2800 E  2ND                          ST,,34.04,-118.2059
210206824,03/12/2021 12:00:00 AM,03/12/2021 12:00:00 AM,1000,2,Rampart,219,1,110,CRIMINAL HOMICIDE,1822 1218 2004 0411,40,M,B,102.0,SIDEWALK,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,CUSTER,SUNSET,34.0641,-118.2485
210507853,04/11/2021 12:00:00 AM,04/11/2021 12:00:00 AM,1510,5,Harbor,517,1,110,CRIMINAL HOMICIDE,1100 0906 1407 0430 1822 1300,32,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1000    LECOUVREUR                   AV,,33.783,-118.2562
210508464,04/28/2021 12:00:00 AM,04/28/2021 12:00:00 AM,740,5,Harbor,517,1,110,CRIMINAL HOMICIDE,0416 1822 1402,47,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,998.0,,,200 E  DENNI                        ST,,33.7849,-118.2612
211220242,09/23/2021 12:00:00 AM,09/23/2021 12:00:00 AM,2010,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1218 1270 0430 1100 0906 0913,36,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,8400 S  GRAND                        AV,,33.9633,-118.2803
210413128,09/22/2021 12:00:00 AM,09/22/2021 12:00:00 AM,2330,4,Hollenbeck,401,1,110,CRIMINAL HOMICIDE,2004 1218 0416 0913,35,M,B,506.0,ABANDONED BUILDING ABANDONED HOUSE,302.0,BLUNT INSTRUMENT,AO,Adult Other,110.0,,,,N  AVENUE 35,PASADENA                     AV,34.0856,-118.2131
211912201,08/19/2021 12:00:00 AM,08/19/2021 12:00:00 AM,1450,19,Mission,1995,1,110,CRIMINAL HOMICIDE,0430 0913 1218 1100 1402,40,M,H,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,7800    VAN NUYS                     BL,,34.2117,-118.4488
211900872,11/28/2021 12:00:00 AM,11/26/2021 12:00:00 AM,1500,19,Mission,1921,1,110,CRIMINAL HOMICIDE,0408 0561 0913 0602 1402,27,F,W,101.0,STREET,509.0,ROPE/LIGATURE,AA,Adult Arrest,110.0,998.0,,,12600    AMBOY                        AV,,34.2999,-118.4713
211510164,06/06/2021 12:00:00 AM,06/06/2021 12:00:00 AM,1420,15,N Hollywood,1538,1,110,CRIMINAL HOMICIDE,0906 1402 1100 0430 1822,42,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,11300    HATTERAS                     ST,,34.1758,-118.378
210120652,11/18/2021 12:00:00 AM,11/17/2021 12:00:00 AM,2050,1,Central,135,1,110,CRIMINAL HOMICIDE,1822 0430 1218 1100 2060 2004,56,M,B,504.0,OTHER RESIDENCE,106.0,UNKNOWN FIREARM,AO,Adult Other,110.0,,,,LOS ANGELES                  ST,3RD                          ST,34.0485,-118.2448
211213792,06/12/2021 12:00:00 AM,06/11/2021 12:00:00 AM,1800,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0906 1100 1822 1300 0430,63,M,B,104.0,DRIVEWAY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,6700    8TH                          AV,,33.9731,-118.3304
